"Id","Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)","Mapping: Workflow Pattern","Mapping: RIM Mapping","Mapping: FiveWs Pattern Mapping"
"EpisodeOfCare","EpisodeOfCare","","Case Program Problem
","",0,*,"","","","null {[]} {[]}
","An association of a Patient with an Organization and  Healthcare Provider(s) for a period of time that the Organization assumes some level of responsibility","An association between a patient and an organization / healthcare provider(s) during which time encounters may occur. The managing organization assumes a level of responsibility for the patient during this time.","","","","","","","","","",,,,,"",,,,"EpisodeOfCare",0,*,"","dom-2:If the resource is contained in another resource, it SHALL NOT contain nested Resources {contained.contained.empty()}
dom-3:If the resource is contained in another resource, it SHALL be referred to from elsewhere in the resource or SHALL refer to the containing resource {contained.where((('#'+id in (%resource.descendants().reference | %resource.descendants().as(canonical) | %resource.descendants().as(uri) | %resource.descendants().as(url))) or descendants().where(reference = '#').exists() or descendants().where(as(canonical) = '#').exists() or descendants().where(as(canonical) = '#').exists()).not()).trace('unmatched', id).empty()}dom-4:If a resource is contained in another resource, it SHALL NOT have a meta.versionId or a meta.lastUpdated {contained.meta.versionId.empty() and contained.meta.lastUpdated.empty()}dom-5:If a resource is contained in another resource, it SHALL NOT have a security label {contained.meta.security.empty()}dom-6:A resource should have narrative for robust management {text.`div`.exists()}","Event","Entity. Role, or Act","n/a"
"EpisodeOfCare.id","EpisodeOfCare.id","","","",0,1,"","","Y","id {[]} {[]}
","Logical id of this artifact","The logical id of the resource, as used in the URL for the resource. Once assigned, this value never changes.","The only time that a resource does not have an id is when it is being submitted to the server using a create operation.","","","","","","","","",,,,,"",,,,"Resource.id",0,1,"",""
"EpisodeOfCare.meta","EpisodeOfCare.meta","","","",0,1,"","","Y","Meta {[]} {[]}
","Metadata about the resource","The metadata about the resource. This is content that is maintained by the infrastructure. Changes to the content might not always be associated with version changes to the resource.","","","","","","","","","",,,,,"",,,,"Resource.meta",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"EpisodeOfCare.implicitRules","EpisodeOfCare.implicitRules","","","",0,1,"","Y","Y","uri {[]} {[]}
","A set of rules under which this content was created","A reference to a set of rules that were followed when the resource was constructed, and which must be understood when processing the content. Often, this is a reference to an implementation guide that defines the special rules along with other profiles etc.","Asserting this rule set restricts the content to be only understood by a limited set of trading partners. This inherently limits the usefulness of the data in the long term. However, the existing health eco-system is highly fractured, and not yet ready to define, collect, and exchange data in a generally computable sense. Wherever possible, implementers and/or specification writers should avoid using this element. Often, when used, the URL is a reference to an implementation guide that defines these special rules as part of it's narrative along with other profiles, value sets, etc.","","","","","","","","",,,,,"",,,,"Resource.implicitRules",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"EpisodeOfCare.language","EpisodeOfCare.language","","","",0,1,"","","","code {[]} {[]}
","Language of the resource content","The base language in which the resource is written.","Language is provided to support indexing and accessibility (typically, services such as text to speech use the language tag). The html language tag in the narrative applies  to the narrative. The language tag on the resource may be used to specify the language of other presentations generated from the data in the resource. Not all the content has to be in the base language. The Resource.language should not be assumed to apply to the narrative automatically. If a language is specified, it should it also be specified on the div element in the html (see rules in HTML5 for information about the relationship between xml:lang and the html lang attribute).","","","","","","","","",,"preferred","A human language.","http://hl7.org/fhir/ValueSet/languages|4.0.1","",,,,"Resource.language",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"EpisodeOfCare.text","EpisodeOfCare.text","","narrative
htmlxhtmldisplay","",0,1,"","","","Narrative {[]} {[]}
","Text summary of the resource, for human interpretation","A human-readable narrative that contains a summary of the resource and can be used to represent the content of the resource to a human. The narrative need not encode all the structured data, but is required to contain sufficient detail to make it ""clinically safe"" for a human to just read the narrative. Resource definitions may define what content should be represented in the narrative to ensure clinical safety.","Contained resources do not have narrative. Resources that are not contained SHOULD have a narrative. In some cases, a resource may only have text with little or no additional discrete data (as long as all minOccurs=1 elements are satisfied).  This may be necessary for data from legacy systems where information is captured as a ""text blob"" or where text is additionally entered raw or narrated and encoded information is added later.","","","","","","","","",,,,,"",,,,"DomainResource.text",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
","Act.text?"
"EpisodeOfCare.contained","EpisodeOfCare.contained","","inline resources
anonymous resourcescontained resources","",0,*,"","","","Resource {[]} {[]}
","Contained, inline Resources","These resources do not have an independent existence apart from the resource that contains them - they cannot be identified independently, and nor can they have their own independent transaction scope.","This should never be done when the content can be identified properly, as once identification is lost, it is extremely difficult (and context dependent) to restore it again. Contained resources may have profiles and tags In their meta elements, but SHALL NOT have security labels.","","","","","","","","",,,,,"",,,,"DomainResource.contained",0,*,"","","N/A"
"EpisodeOfCare.extension","EpisodeOfCare.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the resource. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"",,,,"DomainResource.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}","N/A"
"EpisodeOfCare.modifierExtension","EpisodeOfCare.modifierExtension","","extensions
user content","",0,*,"","Y","","Extension {[]} {[]}
","Extensions that cannot be ignored","May be used to represent additional information that is not part of the basic definition of the resource and that modifies the understanding of the element that contains it and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and manageable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer is allowed to define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R4/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"DomainResource.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}","N/A"
"EpisodeOfCare.identifier","EpisodeOfCare.identifier","","","",0,1,"","","","Identifier {[]} {[]}
","Business Identifier(s) relevant for this EpisodeOfCare","Berisi data ID lokal terkait program yang dijalankan dengan tipe data Identifier.","","","","","","","","","",,,,,"",,,,"EpisodeOfCare.identifier",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
","Event.identifier","FiveWs.identifier"
"EpisodeOfCare.status","EpisodeOfCare.status","","","",1,1,"","Y","Y","code {[]} {[]}
","planned | waitlist | active | onhold | finished | cancelled | entered-in-error","Berisi data status dari EpisodeOfCare dengan tipe data code. Informasi data terminologi apa yang digunakan dapat mengacu pada Lampiran Terminologi sesuai dengan use case masing-masing (klik di sini) dan Standar Terminologi (klik di sini).","This element is labeled as a modifier because the status contains codes that mark the episode as not currently valid.","","","","","","","","",,"required","The status of the episode of care.","http://hl7.org/fhir/ValueSet/episode-of-care-status|4.0.1","",,,,"EpisodeOfCare.status",1,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
","Event.status","FiveWs.status"
"EpisodeOfCare.statusHistory","EpisodeOfCare.statusHistory","","","",0,1,"","","","BackboneElement {[]} {[]}
","Past list of status codes (the current status may be included to cover the start date of the status)","Berisi data riwayat perubahan status EpisodeOfCare dengan tipe data BackboneElement.","","","","","","","","","",,,,,"",,,,"EpisodeOfCare.statusHistory",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"EpisodeOfCare.statusHistory.id","EpisodeOfCare.statusHistory.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"","","n/a"
"EpisodeOfCare.statusHistory.extension","EpisodeOfCare.statusHistory.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"",,,,"Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}","n/a"
"EpisodeOfCare.statusHistory.modifierExtension","EpisodeOfCare.statusHistory.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and manageable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R4/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}","N/A"
"EpisodeOfCare.statusHistory.status","EpisodeOfCare.statusHistory.status","","","",1,1,"","","","code {[]} {[]}
","planned | waitlist | active | onhold | finished | cancelled | entered-in-error","Berisi data status EpisodeOfCare dengan tipe data code. Informasi data terminologi apa yang digunakan dapat mengacu pada Lampiran Terminologi sesuai dengan use case masing-masing (klik di sini) dan Standar Terminologi (klik di sini).","","","","","","","","","",,"required","The status of the episode of care.","http://hl7.org/fhir/ValueSet/episode-of-care-status|4.0.1","",,,,"EpisodeOfCare.statusHistory.status",1,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"EpisodeOfCare.statusHistory.period","EpisodeOfCare.statusHistory.period","","","",1,1,"","","","Period {[]} {[]}
","Duration the EpisodeOfCare was in the specified status","Berisi data durasi EpisodeOfCare berada dalam status yang ditentukan dengan tipe data Period.","","","","","","","","","",,,,,"",,,,"EpisodeOfCare.statusHistory.period",1,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"EpisodeOfCare.type","EpisodeOfCare.type","","","",0,1,"","","Y","CodeableConcept {[]} {[]}
","Type/class  - e.g. specialist referral, disease management","Berisi data tipe EpisodeOfCare yang dilakukan dengan tipe data CodeableConcept.","The type can be very important in processing as this could be used in determining if the EpisodeOfCare is relevant to specific government reporting, or other types of classifications.","","","","","","","","",,"example","The type of the episode of care.","http://hl7.org/fhir/ValueSet/episodeofcare-type|4.0.1","",,,,"EpisodeOfCare.type",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
","Event.code","FiveWs.class"
"EpisodeOfCare.diagnosis","EpisodeOfCare.diagnosis","","","",0,1,"","","Y","BackboneElement {[]} {[]}
","The list of diagnosis relevant to this episode of care","Berisi data kondisi atau diagnosa yang menjadi tujuan perawatan dengan tipe data BackboneElement.","","","","","","","","","",,,,,"",,,,"EpisodeOfCare.diagnosis",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"EpisodeOfCare.diagnosis.id","EpisodeOfCare.diagnosis.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"","","n/a"
"EpisodeOfCare.diagnosis.extension","EpisodeOfCare.diagnosis.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"",,,,"Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}","n/a"
"EpisodeOfCare.diagnosis.modifierExtension","EpisodeOfCare.diagnosis.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and manageable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R4/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}","N/A"
"EpisodeOfCare.diagnosis.condition","EpisodeOfCare.diagnosis.condition","","","",1,1,"","","Y","Reference {[]} {[CanonicalType[http://hl7.org/fhir/StructureDefinition/Condition|4.0.1]]}
","Conditions/problems/diagnoses this episode of care is for","Berisi data kondisi atau diagnosa yang menjadi tujuan perawatan dengan tipe data Reference yang direferensikan ke data yang tersimpan di resource Condition.","","","","","","","","","",,,,,"",,,,"EpisodeOfCare.diagnosis.condition",1,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
","Event.reasonReference","FiveWs.what[x]"
"EpisodeOfCare.diagnosis.role","EpisodeOfCare.diagnosis.role","","","",0,1,"","","Y","CodeableConcept {[]} {[]}
","Role that this diagnosis has within the episode of care (e.g. admission, billing, discharge â€¦)","Berisi data kondisi atau diagnosa yang menjadi tujuan perawatan dengan tipe data CodeableConcept.","","","","","","","","","",,"preferred","The type of diagnosis this condition represents.","http://hl7.org/fhir/ValueSet/diagnosis-role|4.0.1","",,,,"EpisodeOfCare.diagnosis.role",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"EpisodeOfCare.diagnosis.rank","EpisodeOfCare.diagnosis.rank","","","",0,1,"","","Y","positiveInt {[]} {[]}
","Ranking of the diagnosis (for each role type)","Berisi data yang jika ada lebih dari 1 kondisi, maka gunakan elemen rank untuk mengurutkan mana diagnosa yang lebih utama dengan tipe data positiveInt. Semakin kecil angkanya, maka semakin utama.","","","","","","","","","",,,,,"",,,,"EpisodeOfCare.diagnosis.rank",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"EpisodeOfCare.patient","EpisodeOfCare.patient","","","",1,1,"","","Y","Reference {[]} {[CanonicalType[http://hl7.org/fhir/StructureDefinition/Patient|4.0.1]]}
","The patient who is the focus of this episode of care","Berisi data informasi pasien yang menjadi fokus perawatan dengan tipe data Reference, yang direferensikan ke data yang tersimpan di resource Patient.","","","","","","","","","",,,,,"",,,,"EpisodeOfCare.patient",1,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
","Event.subject","FiveWs.subject[x]","FiveWs.subject"
"EpisodeOfCare.managingOrganization","EpisodeOfCare.managingOrganization","","","",0,1,"","","Y","Reference {[]} {[CanonicalType[http://hl7.org/fhir/StructureDefinition/Organization|4.0.1]]}
","Organization that assumes care","Berisi data organisasi/institusi yang melakukan perawatan dengan tipe data Reference yang direferensikan ke data yang tersimpan di resource Organization.","","","","","","","","","",,,,,"",,,,"EpisodeOfCare.managingOrganization",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
","Event.performer.actor"
"EpisodeOfCare.period","EpisodeOfCare.period","","","",0,1,"","","Y","Period {[]} {[]}
","Interval during responsibility is assumed","Berisi data interval dilakukannya perawatan terkait tuberkulosis dengan tipe data Period.","","","","","","","","","",,,,,"",,,,"EpisodeOfCare.period",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
","Event.occurrence[x]","FiveWs.init"
"EpisodeOfCare.referralRequest","EpisodeOfCare.referralRequest","","","",0,1,"","","","Reference {[]} {[CanonicalType[http://hl7.org/fhir/StructureDefinition/ServiceRequest|4.0.1]]}
","Originating Referral Request(s)","Berisi data permintaan rujukan yang mengawali terjadinya EpisodeOfCare dengan tipe data Reference yang direferensikan ke data yang tersimpan di resource ServiceRequest.","","","","","","","","","",,,,,"",,,,"EpisodeOfCare.referralRequest",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
","Event.basedOn"
"EpisodeOfCare.careManager","EpisodeOfCare.careManager","","","",0,1,"","","","Reference {[]} {[CanonicalType[http://hl7.org/fhir/StructureDefinition/Practitioner|4.0.1], CanonicalType[http://hl7.org/fhir/StructureDefinition/PractitionerRole|4.0.1]]}
","Care manager/care coordinator for the patient","Berisi data care manager yang melakukan koordinasi untuk pasien dengan tipe data Reference yang direferensikan ke data yang tersimpan di resource Practitioner | PractitionerRole.","","","","","","","","","",,,,,"",,,,"EpisodeOfCare.careManager",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
","Event.performer.actor"
"EpisodeOfCare.team","EpisodeOfCare.team","","CareTeam
","",0,1,"","","","Reference {[]} {[CanonicalType[http://hl7.org/fhir/StructureDefinition/CareTeam|4.0.1]]}
","Other practitioners facilitating this episode of care","Berisi data tim yang memfasilitasi perawatan dengan tipe data Reference yang direferensikan ke data yang tersimpan di resource CareTeam.","","","","","","","","","",,,,,"",,,,"EpisodeOfCare.team",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
","Event.performer.actor"
"EpisodeOfCare.account","EpisodeOfCare.account","","","",0,1,"","","","Reference {[]} {[CanonicalType[http://hl7.org/fhir/StructureDefinition/Account|4.0.1]]}
","The set of accounts that may be used for billing for this EpisodeOfCare","Berisi data akun yang digunakan untuk pembayaran perawatan dengan tipe data Reference yang direferensikan ke data yang tersimpan di resource Account.","The billing system may choose to allocate billable items associated with the EpisodeOfCare to different referenced Accounts based on internal business rules.","","","","","","","","",,,,,"",,,,"EpisodeOfCare.account",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
