"Id","Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)","Mapping: Workflow Pattern","Mapping: FiveWs Pattern Mapping","Mapping: HL7 v2 Mapping","Mapping: RIM Mapping"
"CoverageEligibilityRequest","CoverageEligibilityRequest","","","",0,*,"","","","null {[]} {[]}
","CoverageEligibilityRequest resource","The CoverageEligibilityRequest provides patient and insurance coverage information to an insurer for them to respond, in the form of an CoverageEligibilityResponse, with information regarding whether the stated coverage is valid and in-force and optionally to provide the insurance details of the policy.","","","","","","","","","",,,,,"",,,,"CoverageEligibilityRequest",0,*,"","dom-2:If the resource is contained in another resource, it SHALL NOT contain nested Resources {contained.contained.empty()}
dom-3:If the resource is contained in another resource, it SHALL be referred to from elsewhere in the resource or SHALL refer to the containing resource {contained.where((('#'+id in (%resource.descendants().reference | %resource.descendants().as(canonical) | %resource.descendants().as(uri) | %resource.descendants().as(url))) or descendants().where(reference = '#').exists() or descendants().where(as(canonical) = '#').exists() or descendants().where(as(canonical) = '#').exists()).not()).trace('unmatched', id).empty()}dom-4:If a resource is contained in another resource, it SHALL NOT have a meta.versionId or a meta.lastUpdated {contained.meta.versionId.empty() and contained.meta.lastUpdated.empty()}dom-5:If a resource is contained in another resource, it SHALL NOT have a security label {contained.meta.security.empty()}dom-6:A resource should have narrative for robust management {text.`div`.exists()}","Request","Entity. Role, or Act"
"CoverageEligibilityRequest.id","CoverageEligibilityRequest.id","","","",0,1,"","","Y","id {[]} {[]}
","Logical id of this artifact","The logical id of the resource, as used in the URL for the resource. Once assigned, this value never changes.","The only time that a resource does not have an id is when it is being submitted to the server using a create operation.","","","","","","","","",,,,,"",,,,"Resource.id",0,1,"",""
"CoverageEligibilityRequest.meta","CoverageEligibilityRequest.meta","","","",0,1,"","","Y","Meta {[]} {[]}
","Metadata about the resource","The metadata about the resource. This is content that is maintained by the infrastructure. Changes to the content might not always be associated with version changes to the resource.","","","","","","","","","",,,,,"",,,,"Resource.meta",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"CoverageEligibilityRequest.implicitRules","CoverageEligibilityRequest.implicitRules","","","",0,1,"","Y","Y","uri {[]} {[]}
","A set of rules under which this content was created","A reference to a set of rules that were followed when the resource was constructed, and which must be understood when processing the content. Often, this is a reference to an implementation guide that defines the special rules along with other profiles etc.","Asserting this rule set restricts the content to be only understood by a limited set of trading partners. This inherently limits the usefulness of the data in the long term. However, the existing health eco-system is highly fractured, and not yet ready to define, collect, and exchange data in a generally computable sense. Wherever possible, implementers and/or specification writers should avoid using this element. Often, when used, the URL is a reference to an implementation guide that defines these special rules as part of it's narrative along with other profiles, value sets, etc.","","","","","","","","",,,,,"",,,,"Resource.implicitRules",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"CoverageEligibilityRequest.language","CoverageEligibilityRequest.language","","","",0,1,"","","","code {[]} {[]}
","Language of the resource content","The base language in which the resource is written.","Language is provided to support indexing and accessibility (typically, services such as text to speech use the language tag). The html language tag in the narrative applies  to the narrative. The language tag on the resource may be used to specify the language of other presentations generated from the data in the resource. Not all the content has to be in the base language. The Resource.language should not be assumed to apply to the narrative automatically. If a language is specified, it should it also be specified on the div element in the html (see rules in HTML5 for information about the relationship between xml:lang and the html lang attribute).","","","","","","","","",,"preferred","A human language.","http://hl7.org/fhir/ValueSet/languages|4.0.1","",,,,"Resource.language",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"CoverageEligibilityRequest.text","CoverageEligibilityRequest.text","","narrative
htmlxhtmldisplay","",0,1,"","","","Narrative {[]} {[]}
","Text summary of the resource, for human interpretation","A human-readable narrative that contains a summary of the resource and can be used to represent the content of the resource to a human. The narrative need not encode all the structured data, but is required to contain sufficient detail to make it ""clinically safe"" for a human to just read the narrative. Resource definitions may define what content should be represented in the narrative to ensure clinical safety.","Contained resources do not have narrative. Resources that are not contained SHOULD have a narrative. In some cases, a resource may only have text with little or no additional discrete data (as long as all minOccurs=1 elements are satisfied).  This may be necessary for data from legacy systems where information is captured as a ""text blob"" or where text is additionally entered raw or narrated and encoded information is added later.","","","","","","","","",,,,,"",,,,"DomainResource.text",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
","Act.text?"
"CoverageEligibilityRequest.contained","CoverageEligibilityRequest.contained","","inline resources
anonymous resourcescontained resources","",0,*,"","","","Resource {[]} {[]}
","Contained, inline Resources","These resources do not have an independent existence apart from the resource that contains them - they cannot be identified independently, and nor can they have their own independent transaction scope.","This should never be done when the content can be identified properly, as once identification is lost, it is extremely difficult (and context dependent) to restore it again. Contained resources may have profiles and tags In their meta elements, but SHALL NOT have security labels.","","","","","","","","",,,,,"",,,,"DomainResource.contained",0,*,"","","N/A"
"CoverageEligibilityRequest.extension","CoverageEligibilityRequest.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the resource. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"",,,,"DomainResource.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}","N/A"
"CoverageEligibilityRequest.modifierExtension","CoverageEligibilityRequest.modifierExtension","","extensions
user content","",0,*,"","Y","","Extension {[]} {[]}
","Extensions that cannot be ignored","May be used to represent additional information that is not part of the basic definition of the resource and that modifies the understanding of the element that contains it and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and manageable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer is allowed to define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R4/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"DomainResource.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}","N/A"
"CoverageEligibilityRequest.identifier","CoverageEligibilityRequest.identifier","","","",0,1,"","","","Identifier {[]} {[]}
","Business Identifier for coverage eligiblity request","Berisi data ID lokal terkait program yang dijalankan dengan tipe data Identifier.","","Allows coverage eligibility requests to be distinguished and referenced.","","","","","","","",,,,,"",,,,"CoverageEligibilityRequest.identifier",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
","Request.identifier","FiveWs.identifier"
"CoverageEligibilityRequest.status","CoverageEligibilityRequest.status","","","",1,1,"","Y","Y","code {[]} {[]}
","active | cancelled | draft | entered-in-error","Berisi data yang menyatakan status CoverageEligibilityRequest dengan tipe data code, yang nilainya mengacu pada contoh data terminologi Financial Resource Status Codes.","This element is labeled as a modifier because the status contains codes that mark the resource as not currently valid.","Need to track the status of the resource as 'draft' resources may undergo further edits while 'active' resources are immutable and may only have their status changed to 'cancelled'.","","","","","","","",,"required","A code specifying the state of the resource instance.","http://hl7.org/fhir/ValueSet/fm-status|4.0.1","",,,,"CoverageEligibilityRequest.status",1,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
","Request.status","FiveWs.status"
"CoverageEligibilityRequest.priority","CoverageEligibilityRequest.priority","","","",0,1,"","","","CodeableConcept {[]} {[]}
","Desired processing priority","Berisi data indikasi urgensi dari requestor dengan tipe data CodeableConcept.","","Needed to advise the prossesor on the urgency of the request.","","","","","","","",,"example","The timeliness with which processing is required: STAT, normal, Deferred.","http://hl7.org/fhir/ValueSet/process-priority|4.0.1","",,,,"CoverageEligibilityRequest.priority",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
","Request.priority","FiveWs.class"
"CoverageEligibilityRequest.priority.id","CoverageEligibilityRequest.priority.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"","","n/a"
"CoverageEligibilityRequest.priority.extension","CoverageEligibilityRequest.priority.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}","n/a"
"CoverageEligibilityRequest.priority.coding","CoverageEligibilityRequest.priority.coding","","","",0,*,"","","Y","Coding {[]} {[]}
","Code defined by a terminology system","Berisi data indikasi urgensi dari requestor dengan tipe data Coding. Nilainya mengacu pada data terminologi Process Priority Codes.","Codes may be defined very casually in enumerations, or code lists, up to very formal definitions such as SNOMED CT - see the HL7 v3 Core Principles for more information.  Ordering of codings is undefined and SHALL NOT be used to infer meaning. Generally, at most only one of the coding values will be labeled as UserSelected = true.","Allows for alternative encodings within a code system, and translations to other code systems.","","","","","","","",,,,,"",,,,"CodeableConcept.coding",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
","C*E.1-8, C*E.10-22","union(., ./translation)"
"CoverageEligibilityRequest.priority.text","CoverageEligibilityRequest.priority.text","","","",0,1,"","","Y","string {[]} {[]}
","Plain text representation of the concept","A human language representation of the concept as seen/selected/uttered by the user who entered the data and/or which represents the intended meaning of the user.","Very often the text is the same as a displayName of one of the codings.","The codes from the terminologies do not always capture the correct meaning with all the nuances of the human using them, or sometimes there is no appropriate code at all. In these cases, the text is used to capture the full meaning of the source.","","","","","","","",,,,,"",,,,"CodeableConcept.text",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
","C*E.9. But note many systems use C*E.2 for this","./originalText[mediaType/code=""text/plain""]/data"
"CoverageEligibilityRequest.purpose","CoverageEligibilityRequest.purpose","","","",1,1,"","","Y","code {[]} {[]}
","auth-requirements | benefits | discovery | validation","Berisi data kode untuk menentukan tujuan permintaan: persyaratan otorisasi sebelumnya untuk beberapa kategori layanan atau kode tagihan; manfaat untuk pertanggungan yang ditentukan atau ditemukan; penemuan dan pengembalian pertanggungan untuk pasien; dan/atau validasi bahwa pertanggungan yang ditentukan berlaku pada tanggal/ periode yang ditentukan atau 'sekarang' jika tidak ditentukan. dengan tipe data code, yang nilainya mengacu pada data terminologi EligibilityRequestPurpose.","","To indicate the processing actions requested.","","","","","","","",,"required","A code specifying the types of information being requested.","http://hl7.org/fhir/ValueSet/eligibilityrequest-purpose|4.0.1","",,,,"CoverageEligibilityRequest.purpose",1,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
","FiveWs.class"
"CoverageEligibilityRequest.patient","CoverageEligibilityRequest.patient","","","",1,1,"","","Y","Reference {[]} {[CanonicalType[http://hl7.org/fhir/StructureDefinition/Patient|4.0.1]]}
","Intended recipient of products and services","Berisi data pihak yang yang mendapat manfaat dari pertanggungan asuransi dan untuk siapa kelayakan sedang dicari dengan tipe data Reference yang direferensikan ke data yang tersimpan di resource Patient.","1..1.","Required to provide context and coverage validation.","","","","","","","",,,,,"",,,,"CoverageEligibilityRequest.patient",1,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
","Request.subject","FiveWs.subject[x]","FiveWs.subject"
"CoverageEligibilityRequest.serviced[x]","CoverageEligibilityRequest.serviced[x]","","","",0,1,"","","","date {[]} {[]}
Period {[]} {[]}","Estimated date or dates of service","Berisi data tanggal atau rentang tanggal ketika rangkaian layanan yang dilampirkan telah dilaksanakan atau selesai dilakukan.","","Required to provide time context for the request.","","","","","","","",,,,,"","type:$this}
","",,"closed","CoverageEligibilityRequest.serviced[x]",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
","FiveWs.done[x]"
"CoverageEligibilityRequest.serviced[x]:servicedDate","CoverageEligibilityRequest.serviced[x]","servicedDate","","",0,1,"","","","date {[]} {[]}
","Estimated date or dates of service","Berisi data tanggal atau rentang tanggal ketika rangkaian layanan yang dilampirkan telah dilaksanakan atau selesai dilakukan dengan tipe data date.","","Required to provide time context for the request.","","","","","","","",,,,,"",,,,"CoverageEligibilityRequest.serviced[x]",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
","FiveWs.done[x]"
"CoverageEligibilityRequest.serviced[x]:servicedPeriod","CoverageEligibilityRequest.serviced[x]","servicedPeriod","","",0,1,"","","","Period {[]} {[]}
","Estimated date or dates of service","Berisi data tanggal atau rentang tanggal ketika rangkaian layanan yang dilampirkan telah dilaksanakan atau selesai dilakukan dengan tipe data Period.","","Required to provide time context for the request.","","","","","","","",,,,,"",,,,"CoverageEligibilityRequest.serviced[x]",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
","FiveWs.done[x]"
"CoverageEligibilityRequest.created","CoverageEligibilityRequest.created","","","",1,1,"","","Y","dateTime {[]} {[]}
","Creation date","Berisi data tanggal ketika CoverageEligibilityRequest dibuat dengan tipe data dateTime, dengan format yang diperbolehkan YYYY, YYYY-MM, YYYY-MM-DD atau YYYY-MM-DDThh:mm:ss+zz:zz.","","Need to record a timestamp for use by both the recipient and the issuer.","","","","","","","",,,,,"",,,,"CoverageEligibilityRequest.created",1,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
","Request.authoredOn","FiveWs.recorded"
"CoverageEligibilityRequest.enterer","CoverageEligibilityRequest.enterer","","","",0,1,"","","","Reference {[]} {[CanonicalType[http://hl7.org/fhir/StructureDefinition/Practitioner|4.0.1], CanonicalType[http://hl7.org/fhir/StructureDefinition/PractitionerRole|4.0.1]]}
","Author","Berisi data individu yang membuat melakukan permintaan dengan tipe data Reference yang direferensikan ke data yang tersimpan di resource Practitioner | PractitionerRole.","","Some jurisdictions require the contact information for personnel completing eligibility requests.","","","","","","","",,,,,"",,,,"CoverageEligibilityRequest.enterer",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
","FiveWs.author"
"CoverageEligibilityRequest.provider","CoverageEligibilityRequest.provider","","","",0,1,"","","","Reference {[]} {[CanonicalType[http://hl7.org/fhir/StructureDefinition/Practitioner|4.0.1], CanonicalType[http://hl7.org/fhir/StructureDefinition/PractitionerRole|4.0.1], CanonicalType[http://hl7.org/fhir/StructureDefinition/Organization|4.0.1]]}
","Party responsible for the request","Berisi data provider yang bertanggung jawab atas permintaan dengan tipe data Reference yang direferensikan ke data yang tersimpan di resource Practitioner | PractitionerRole | Organization.","Typically this field would be 1..1 where this party is responsible for the eligibility request but not necessarily professionally responsible for the provision of the individual products and services listed below.","Needed to identify the requestor.","","","","","","","",,,,,"",,,,"CoverageEligibilityRequest.provider",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
","Request.requester","FiveWs.source"
"CoverageEligibilityRequest.insurer","CoverageEligibilityRequest.insurer","","","",1,1,"","","Y","Reference {[]} {[CanonicalType[http://hl7.org/fhir/StructureDefinition/Organization|4.0.1]]}
","Coverage issuer","Berisi data penanggung yang mengeluarkan pertanggungan dan merupakan penerima permintaan dengan tipe data Reference yang direferensikan ke data yang tersimpan di resource Organization.","","Need to identify the recipient.","","","","","","","",,,,,"",,,,"CoverageEligibilityRequest.insurer",1,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
","Request.performer","FiveWs.who"
"CoverageEligibilityRequest.facility","CoverageEligibilityRequest.facility","","","",0,1,"","","","Reference {[]} {[CanonicalType[http://hl7.org/fhir/StructureDefinition/Location|4.0.1]]}
","Servicing facility","Berisi data fasilitas yang menunjukkan tempat layanan diberikan dengan tipe data Reference yang direferensikan ke data yang tersimpan di resource Location.","","Insurance adjudication can be dependant on where services were delivered.","","","","","","","",,,,,"",,,,"CoverageEligibilityRequest.facility",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
","FiveWs.where[x]"
"CoverageEligibilityRequest.supportingInfo","CoverageEligibilityRequest.supportingInfo","","","",0,1,"","","","BackboneElement {[]} {[]}
","Supporting information","Berisi data informasi tambahan mengenai pengecualian, pertimbangan khusus, kondisi, situasi, masalah sebelumnya atau saat ini dengan tipe data BackboneElement.","Often there are multiple jurisdiction specific valuesets which are required.","Typically these information codes are required to support the services rendered or the adjudication of the services rendered.","","","","","","","",,,,,"",,,,"CoverageEligibilityRequest.supportingInfo",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"CoverageEligibilityRequest.supportingInfo.id","CoverageEligibilityRequest.supportingInfo.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"","","n/a"
"CoverageEligibilityRequest.supportingInfo.extension","CoverageEligibilityRequest.supportingInfo.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"",,,,"Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}","n/a"
"CoverageEligibilityRequest.supportingInfo.modifierExtension","CoverageEligibilityRequest.supportingInfo.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and manageable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R4/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}","N/A"
"CoverageEligibilityRequest.supportingInfo.sequence","CoverageEligibilityRequest.supportingInfo.sequence","","","",1,1,"","","","positiveInt {[]} {[]}
","Information instance identifier","Berisi data nomor unik untuk mengidentifikasi entri informasi dengan tipe data positiveInt.","","Necessary to maintain the order of the supporting information items and provide a mechanism to link to claim details.","","","","","","","",,,,,"",,,,"CoverageEligibilityRequest.supportingInfo.sequence",1,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"CoverageEligibilityRequest.supportingInfo.information","CoverageEligibilityRequest.supportingInfo.information","","","",1,1,"","","","Reference {[]} {[CanonicalType[http://hl7.org/fhir/StructureDefinition/Resource|4.0.1]]}
","Data to be provided","Berisi data tambahan dengan tipe data Reference yang direferensikan ke data apapun (Any).","Could be used to provide references to other resources, document. For example could contain a PDF in an Attachment of the Police Report for an Accident.","To convey the data content to be provided when the information is more than a simple code or period.","","","","","","","",,,,,"",,,,"CoverageEligibilityRequest.supportingInfo.information",1,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"CoverageEligibilityRequest.supportingInfo.appliesToAll","CoverageEligibilityRequest.supportingInfo.appliesToAll","","","",0,1,"","","","boolean {[]} {[]}
","Applies to all items","Berisi data pendukung yang berlaku untuk semua detail item, produk/ layanan, dan kode billing tertentu dengan tipe data boolean.","","Needed to convey that the information is universal to the request.","","","","","","","",,,,,"",,,,"CoverageEligibilityRequest.supportingInfo.appliesToAll",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"CoverageEligibilityRequest.insurance","CoverageEligibilityRequest.insurance","","","",0,1,"","","","BackboneElement {[]} {[]}
","Patient insurance information","Berisi data instrumen keuangan untuk penggantian produk dan layanan perawatan kesehatan dengan tipe data BackboneElement.","All insurance coverages for the patient which may be applicable for reimbursement, of the products and services listed in the claim, are typically provided in the claim to allow insurers to confirm the ordering of the insurance coverages relative to local 'coordination of benefit' rules. One coverage (and only one) with 'focal=true' is to be used in the adjudication of this claim. Coverages appearing before the focal Coverage in the list, and where 'subrogation=false', should provide a reference to the ClaimResponse containing the adjudication results of the prior claim.","There must be at least one coverage for which eligibility is requested.","","","","","","","",,,,,"",,,,"CoverageEligibilityRequest.insurance",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"CoverageEligibilityRequest.insurance.id","CoverageEligibilityRequest.insurance.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"","","n/a"
